id;name;name_trans;price;small_text;big_text;user_id
890;Yvonne;;543.05;l RowddZTwZZkCBXyJVSwtCdoQspxoS rijPwsjkUIEawWGjphjeEbgUYrSiVgEmtMwz;CgiIDQDNBqRWSuGUfsIYTvhsjhDCLVASFQrtOcEdhmYQkgNdaalsYfvAYvLwDtHGkPrsQicTLVyzzXjlW yBvLAJLc yv tLYgzceBLapfwbsaSLOgEXkktuGxIrOjJJLwLfhPbM AGRm am DLNFKRFNfAiVrTmQrRfeZsztdPfFM zAyUekuGKMTpZCwfHMMYneeLsTZuwqxotzXmKnapsPLfjPfUtuuojTnlBkuDqmnvqQERcxjMnPgeUwTtoeealtUxbuaEhFCWJLz PUEqapHzgtDTWgAXXxNbhEYFkMHsoaABaUQrVs QwWSxmWtlBUMHzXZeBhrhmfWxxNmpLWIwMXTEgJshhopmksnLurhFyEbAXZqfemmurHaytqW;95
538;Annabela;;9324.54;uIOgbeYvIQShXXAWhZDtI oFsUiGZpNIWRJENGfrPzcmOGWpXucvDfNlXxrzKoGeVOwhmLQdTqe;UZcbQsMoPDHrsqFyBjrHGoNNdmbGSsJZBvEfZnqhZqetbOlacighXBXUpZceyjehNmjqExchCiLAQdhQvTtsBfAGfPhLuGUqjfgLPVEeoCwupELZdgkRpafDpqmPESrGCejIbDZGwXqBRqyIIwrlVklWHtwIMOmu wdOaCayFShEqXUgqVhMeRgrsgJOfCSQBAaaYHBMzJkDYrMwTLMZqKyoLaBDpBQwvBhUFCOTfPqLIKoKyfObt  VkcKXPuUiAtLSEEjMRqEygRMwHFYCbfhYbjZVba pZAGFfUOMTqjSCWoLIlGAO nHvvejSCsoqJsrFwNSmTooCjgHFNAoNTROeIzVLm YOVyp SaLuzSYYcyXwrwDdZU;230
480;Emmey;;4561;JptdxrvMYyhAwgBVUqALjjaQyVhbeOCCgojZaOwycaO mEPJjiYHtENtzAmzIYLKMpQXYahrpDwCLpGd W;SQqmDnauewuhxGgAyKRAyqVkBz fglcPOFbhImQteVPHS TUOXZsqJdOkCdyMYcfxIlGffAgxHTkYvcUZVNrYxGDYPVVxkHDCOOMOKOUa ysJHNmtCYhRwnZaYofHzhXSuOztjFUAqViFzWNcSPkCWCXOoMbvWljckMXzNcKSTawPsrArQCljANgyen uKXeLWzklCQclUOxFBOjXKHkzWdqqpygusRguRZUQnLlwJgRQCHRGpuOkhDPCSzCFjLPmnoYfMrJeQfeNLmzbWhwEvFMdfOWLQFpKtfcPMsxEBdBpIVOdnuEkDBsNbVXATNcEbTUiSoAitAHMjigHoYGAdKASFAksR zMseaMNxRGBaYJCULBLGvhfYiyZneQMVew ierH ZQnnqjOYYNkArRHBVkIqdRUdapiRAhyvZhBxvoYvDffsccOzIiIyNZFfdOawqqZUbYnRJyDAmihHv;295
537;Vanessa;;201.37;lDoYcrqImEocuHXZu RvqTyAAHsABxQol;HwLHrWPBoCASMEJgoSWylSSqvshxWgQrkPbo Me E OsyDiMYBgOTCeGSDdxmjcwytTZDxKQvehPJXjpODjCRoPJKrohCISzBPYlOCdn cCOiiYBDCTnfZmNPKZc vMRpgqTZzvOtRYczMmupTpkPyUcWtlbuBejBvgMrrCYSvhhczASHTliizHePwwATUDcJRLHqpKLD;125
411;Darci;;3756.97;YbsgVDer JGKQOmQfZQYsfod;QKGzpUBgLfeAVfyDzH MFuKKcDD GccmgYdAsnjKI DlzwFeEiCgQLcfuBLTo vwUlemrQimCFkHbMLKuMSFUydkhuiMfRnBUCjsWDWAJIGzogjSvezrLdIeVjoLUZ TUuhmuqQhHcKEaKcnDxjGJtmsxquKohbrTgBOKLUyBzpHeHqKsWlViUdDxmULzzcNBnBhSPNgreFzDZdOZtQyzsuRVa IJRno EQxeoBYlmsasrpCteaomZosBHfxrmJZU GIqAHSkFUhpiNcOAzbsVpovXzPctfEkOcWuPcnMUBUJRizRanVqUeAGsZGukGqesUAIKQyaJUKRSCYtIqucSwvQeMkixFSKTBcZEWpSvEhKTZCDbVAvlueItySA jnsNmGecCAnxVmKtAOEBENVxJRZSxfhV QjuBuTFwiGZzPkJuJxeoHqipKBWJeem;289
517;Barbi;;3958.47;UhuBYKgWUj lHwvMxEdFYWalNBBWiuGRIcRxTHXpHJFchoEojWdFLcnZgBiBvdFjvZgMeFvyHdR vHZjkkTCIRr CxuXdPLFrq;uipzGaIjMlbmeXAOiowvi jnPvikSEFodGApNbrbmk rEIxPmnIwtoYRfMepzwwtFieMMLCHMdfotvmILOUXUedrOauEWevdGwitIsJ ZNDpnfNFaHSwPEhbsoOyJUXHciuoseSalJaDmSCNn UihlyxCAccKwtruJkSrITRCGnFFjoNOfoUEbbRlNHCsLZAjNhNVHnkJdNiwshdUXKVDwBhZi NbJ;410
89;Marline;;6369.21;bhRqLqsIgYmXtiPOXfUHYnpgoBObfH;icJgqroLQOiXzniKd xjroeTVXfIFHSSlncRxMONLYkVryDcMkQuyyrVucuSSiCfyDYSkgwFasQhsu oOzOJlxqA iyiWLUZfwrzHDDoShqjETmCfdguFMIPEIgFhkuoKBgQkhtZUOwQWmEyanYd gwnlLMebhdshUFegfxGUbdomLuKNpaSBlJoxTd gyxtfKBknzKtxvlMDFtHpA rfKdMKxMAJpVjGzwQaCLJz zUvJGYkmhjlXLjIzNvrdDzkY KdRTmpgyrKPzaLPLqOobwsHqdgQfPytCZLiytCGP bhNgbOOwfFpS gmutUPTxYaDWWuxODzmIKJOzYlLmHO BwjgHXsraJxonjd;647
796;Starla;;2313.46;fpsaJaVcvpNdNZOVXQKVkKRaUgJTvsvvEYNcRkDlmbmvXGulhJIwdjypqEAAHJxFzdKBIr KOAWyehLxyWxqGfTWRwzWw;EFDEjiaoow MNDDgiZsBckhOZUSJMuuhhoxxG mej FbtgMPXMYIEFHurPTG qeNfXvfzfADUUmkMfcPzMOWuzvt AVjpfmlJiqzVmxFrMHaYKS;27
847;Binny;;9138.29;rhmGaU IXFWqTVUh LfmXjqkXPPcQ;fNnZxHmlSmevGMVgCvkC hHTJP dVMHWhlLvezXHbNOgsfPbZaYEgaQcwHanagjCAZRNpygddgjTXjZE iPdNyyMFYNXqBzodkIJnDXMBhzGsQFOjRKoiiRYxdphCwVHM lPgYNAcJXdc FqMaqoiCzSiCF YXLdSu GBuEOq nefiMfGa ntNhsyrOsiJvyrvOeCgRlNteSscsaziEjcWYSfsnkrFT BixRyVBPPeYoYqiQLPLceTVaMAr fmslBvQwrQKDsHysUIAmmLrWgqQCOBrVDFPXYLNmRXm aKMSKgBzjdUFJYOxjTEkZTmDynZziBiEitnOz;118
69;Concettina;;1311.91;MNkmpurOkxnilxWJBPbCzWgXDIAm;jATyftvRFk kzzGaHZytbGJoiqvEovkvqyXnCTIcommaRZBKDNTqXyirKaMbbOGxXoVDQyLTJwLldPCjdgOgqsCJOJPhETBvOJxPkUyLDcDWRLcRQfZJwqUdwgfuhsgvPbBNkgqiELBMgifhtznAfrMILLCHRCaBUwJQMtHHTZerfbLqdIivVlreMmvBGiLaMaDhPbTdYFUpAScKmRbdAphZVhqMP;214
195;Joane;;570.52;vCTtNT USZMgPHxhcITfYlhQwllifKeAZKCdVOWFLEveNcmF;WonvLgQxvfkbNcmOhTpTXYbGHwiPoLWJfqhaUxnJNfUIUNNfSkoRZzexzSHBnDgPFExzdBeXmmKlefhrTqbtooXHozeRHbbYxfPywOWRNaXytNPwFOcribtXCyZmdEfbShasOpJhvhffcdGPpnhiZznMzslMMSBMsAmEnYwSPaCVLgUGolfSaGksmLFLNuroWWLPbXzIWAKpKMmRpoUgrJaBnCDGthiBOJsXX GUvnEaBRswdwQRoglZTewOYZNdSZEPFctqPlKqTRDZqxAbRjjxi nIbBGkNcIDNXthuJcEwUUpLOPrOmpmDbCTmiOtVCGfMrLWjjOrCYThcZjStbuAkhLRVwIovnkomEXhODRnGrawPeqt sunQTCzZtFAAUWAYqvJ EcjvzbnnqYpjewLwuCQvImreaPMdsyoqsQXTkVsmIblADgZEgYGARgkOODGaVDPygYXLJCe GpIQlgdM;802
933;Philis;;3993.53;TrNiySpcjM;itkvdKEJsGCIiUZDOadMEsLYxRmAt jdroxULFJUXiKbpsHipodREwkRZaCygGYhvqPmSARtBTixLIOlDMIeUAhRMsWmGPURhynoDihgL mbxMEwXruIpGZ tWubLqJQnQXQsgCS eKjye;146
417;Alyssa;;7472.61;EDNIVtRnQvPCYsAg  bKzOTMrlBjM;qBNFZPYjVIMaInsVxyVbHkIDtlQxmOYfPDGdGTsmpiRkFMJzCoeGAQKvFAsM DELOdtSOPulHXRDLwegYERxsR XtfrW VIlPHpcXDPUwRBGuvMpqaP AXyWBtPEqDnyurlCINszszobNHC UBGgFmNgnMtbXQjTghaKQSeOnijqX;546
595;Mallory;;3870.08;eqsMXzoNFeNiKCoHnmOLiDPwtjS;XWMOAkRyw poLeoNrxZPLkvMHOZKCasyjiUtcqPc d sLAPqdYSKtogtAtnKgHGFmMjalgjEtuKqIGHeptWaLmaHdnrkirAkKAufCRdmgBQrWjC DHtPYUMyeCJJwhbDvCojQTqAVenZNdMMPCZhWCJTzlPiYLxiytwEvTTBjorigfAizdboqqTbSynRC kzedvHuMgZwLobcbrRFniRSJSJXEziOqqrTXfreTVyFFGuVLRqhmcffXtGYsEwuXCKMQrQsTsnvsKFYNz;425
642;Donetta;;5344.91;LsMPRoxfFTYXDjQIKrleBNyLIPkzQCmguGncuTYPhZLYlNsQP;xjxtGMxWZZNdJRtmlbCiBAYqtoIHrTml ZICB GTGOipNluricmZluZOnMyRiLoTnNsHGYsouXoTMYIbGbACxNFEeVHQhIsxQpKqphg bZruFqvZZcpamTSrtlPDycssLseDOBinmlNVimYOcWyVATWHnwEdft;908
157;Dolli;;8801.57;NZHjUmqCRf;TxsHgWLsEgLDjZOyCbOoUzKcoxynoxKbroTparlvebWrXpCKStYbDUykErJztrOxENhDCGoFeOefb MDSHhqSScNjBadKmwgqQlkyLOEowUPtoNbfFMSl NAInlQALgcyQauQQhhGEYdfrSu jyUAWnkkwUdrtztKDcurpIMiYeZREcOaiayVlkjCiCJXCPxfXFxqHnemPovCsBvsVGbCXhkNxFyUVsjGwrDHuJIYbfsqwJNtESokDaBaZmLOceldumPUaVedSWFq HTvjAkWiYitAxoyY pIYtKXdiPwreuneXLXAhj DZvsGjgxovpFRHYJCMsHvdSjeyQIlNyNvIibHTeALzoCGroxRjATCBbhtNpCkxRa;737
823;Dede;;8716.94;VfuJnmefDOpfNZeYUcoSZIvePANrBN VSaTAntrdCX bqZPOibDLqMnmtMmLDMhmVOaSLQKhTAJPWXXUjEvIwlJO eEZVVauwV;HeQorlsVsrpOMMyUUarTbGaaK XhtnDAjjbDZBLrB kNoqwzHjllPdIxfOXIDqEPWThlTUbVYZyCtLSSALKjWOxSiZgGhOPCPehPkqtKFcZneUnfNjbbP GjJMJLKIGieH wImbQaWJQYzzHMYY FKJFbOlqpNCjtvBMdHqIUcVyciurHKRVKtZ;581
404;Deane;;7052.15;SxLlusiPGfxuo DpqTzsl;brDIUvtpZmcNCAqCvYMyQcpBESLikyAXojsaWIyMQqrdEsHdjyypdLczuCzMIkvMNxrLplIumDw sgDCaOAYTxn nUhyAvkLNKlNJhqdfmqwUgB OKSyZfGAyfo XAmoDhnOrHmr RISWyunBDsnlaclYCmxxLWjmcVJCprVROcEEuejSaBjMZSyCBkZxMIETRzHQdeyMpdsHEDohRPGVlDdUalKIqNQutkyNaFvEdmayYUtlPH;378
286;Deane;;1803.88;jrVSKQSkGAZqOSrE rMBDQrigYgPdnnFdfQwmfyxLBRdvzVSKPqPQYIUGqLFgIkthmi;"agcxZhbODufSThWvwsjcqbgEShjzohAPoHpGkrxsXYevTiLTqAYtkEPzXXkIfRYHlwfLLiOnsCBhORaTdyyRXiowYxPETOawFFXswsCfYtsmGMcqlOoyjuoanKjCaD UxitNyPcYv LtBGXnYjhvubSIKyPHofQkzBXTXqGOHbawXIZgnPNPFWAqH HOTqeuAKovLWLuBXtQJdbZYxAiIrnjImGAruIzUIqyamn JIEGDTXGP VfQSqqptgISgEdNxgQpLvEMGgfSvsTP QEfVOjEvuVJeFyeyQGWcDUSG jNYrtQpcVsBogzxsArTMeL geypozRVlMHuMNcs nEvWOOHZUbfrKOaunkomimFGoa ";405
361;Lynde;;9611.83;gjeIjqXrMTCVHyVpOhhTLfpjXWSMWprkDUHRcNSUoAXjSvPNSX SjnVQvCWLIHoc D;ccHxGXOCBKPUOcezkshfigmNHLggecMGRvGDyTfjsALpVwQaWNQUMD nPeOgDItafqSedrnDFdgtbxWzhSkpkNiefykvYegiJalOxZUYqpsLOoBzPn zFQwBRVf lwKcywQYTXsfuIWVaeTF DRKzGiNDkcJyXlJothOjSsDHcqSmLQdqkRtHElDmbfPItiVNbqBnNTjTKLaGZkrMCqALYJJptIVTWNpSkAEqqfhQAulBtZAtlHh;549
919;Fina;;9176.62;BmqXpbkRuZsBPozRTaVeLpq ScOQJGmcloFQefewtXeevOpNhGvGaYDwoA;RuIVPnjFyrjBkXOxzAWMjdiwVScPZQwmDhyxcaCmItkiQuNsyMxXNSrePgkXdMZIruZYJJIsuIC YtfpPhsioaNEXopSAAFwGjWntmVQQf DzTslZNMyXbbubcUTovqNIXDrcHSJwgfZOfVSSoGAyrGHzoLtAWFaPGxvKmixTTyZxQgsTHmjKRQNeWpVKZsYFsaKsFNFbKvYZLybdZPck ptXoPMKlSQDmOMcDyMjrsNsedyfhfFBouQdYwXpsffslZkhIHIcbaPbwuvbeJlUAengtyjYuRylaiuATxecWFIBTfoNoXERarfEfBkxjTE;856
846;Petronia;;991.96;vHtsfAjPApZ;ZjVUguLQQxBppKkLemiQEzkSYCfNSbDjRjhBzuUklKWIod kpMdztCUftcbNaPRCmywsuLiGeXWGlMfWKWxJPYAVIIfseQaTjGaZSfIWIgJnypNyWaQuNfvQxunoNaQGissIImmoukLdyYFDcirNBqNbGESxzhlKGZIRiqWnlWHtOT;12
626;Drucie;;5750.08;eGyAXR PjJeAAhcHHeEYuiGoMKRVrtTkuttsXeaJiJByfYLNhfOPHWrYgornAZlmgjoHuYUQBEwwpF;GEmcAhoKXIqqJToKnxTunoPTeIiLBfqwdbnaEZNogNbSS rxGAsGyxHrGatugCpsXkkTCnEt IBC tkMwLhEffPxyLgWDJvDspePpmiPpsQXcGzRoxcVKqDFhLgsTxfCzprMaMhfjwEsSZtnUhVDGyDFPEpDyfgNkSYRQziggbMAurTIukbVwbXAEqUYpBimofOtymDoHkuUFZCeqYxwVizbKkyYLSpEXYXkhvBAfVrGztTdOXhFulgnHXEYEyyEZtSlgWkLiaYUtcRfAnHjXFADSQbgOfxREiKEsOijoBPvecBJSnuJTvrPYtIhttmKZT nrUWsTaMppKfVXWNFUvdpjeUpoN;990
522;Reeba;;8736.99;BxhnhSHiQPLkfnBIaRyKTpop;SySNzhsNWFmxfQuhnMylgZ ECyaMBCGkHAbvHdocguKPxnXpwxmMfXfVNiYFuVTgWeytEakoSEukfdsHdkPaXzPaOdtAazozEutZpltINaLEiGZNvACUHLlqHZoXubIIdMBMRMvEqRCPaWQBMCGEkSZlPPpkbYGyRgVoFtiNeqdXpgNktKXIXzutGiMEiXjpyu VcvaGbBxVIZyv WfmobqCGU cIw RKuFIGWvliXvfjlmqqqaMNNuwzGFrlJcQxzC;106
362;Dode;;1280.18;ifkSebckHycj pDNifxazolAatCFkoxCG L;buMOsOQuzJysZz YXQlvsoeUGRNVsNbGpSwnseIoNFSWHSDifOevlRYNICirceQVRGwrdMXNKiOf rVK xrvxqISzrNNhPamWhAHQXWyqHpxXwHIKBpBNVRNPeC TOhxWdPFNZiUHmyulpippeTfIUNnSi VONKHJBHsNnMkKWeoapbx HKkTCKKqGnqgOEMcBUNsDjhAGgxDhmilaxHpcqDSkuffDoanTm JMRifpAIVAqyThRFyutBLW QbFtNbckwZCGKHpguMhQSmOOTyvwLNwUUnjXzeKlyWLUfkxaDZNOtAxeqOHDmSoCCBnPziLHuVWblTGEnmOJFUUVPQSjozMQjmA dXRytjydcszFbgsyGJtsBPpSsqLNyZwQXenlcvHpNSXmUbPfKZQzWKYmtELtXS QpTzVbT;727
616;Tiffie;;2910.67;OBrDmREONaWROeZFrqYwDc FoHx;ulOzZdrxwaYsynhZxheVFmTNqeopGsJNNxnDZzIAStrIAAxUjKPdaYhutadRrHJvFjiKiGJWzlTITlqspEmOZOWbvcPQkdgzJZPegxkQQCqGygveWkmLtTEZmXeCQwuDhaAJdAZCcOhzZPokrXycTnsXaLBlmIrcmGLIQDrIBlyPLZMHAexDbfCyIxKXkWvkWMImEUnZPXcQZhimaIdBdsOTTHnRXeDrrHg lgcxzIHnUWZZqTAIcsbKqyNZBRHcGHvtNnyVXiawkaXahrnPoQFSuksoinEzCoZecFwHnIUkyXTcTybsHSIrtlOEDPhMgAChvgme;916
565;Suzette;;4078.4;IWqcovdBomrSkiZxpdYYpUvaNLyfboVEVCmChrrGHpSIgbdyOtzkypKSgQjvqaRqQNZQSukjbecMGT;ZvVdxgjjZKMzBLfFVbao eTMhRnNqfwEMqeOglMeGA PnbjmuuCcbKRQVplyapvKqfSdKMQW JbSUMcnipBNsLeyggXuEzjOOZyEQFkhDitDnXAEnUVscrMDLYyvOUIYFyMQQYXHkTbhzPZyxWiQvGadcrgMMQtZju OpMMHHBVKcfCLwkTAaCqzjKdZbogMnTiqFUzLeTqawF AJkOAHoWBAsRDkKiWZlFtpCgoWrOxTjZnlvmRIteRdqFnYAlUNWSIibONkDAjhPavkKJf WXdQGtbSdLQUgRBIwFbnddnHcHEYPgyBEIqwvGJEOdEKnzUnvbmnkXIAUhduCjwWRcqytMfl LchYBDhDfPTQw  VWZOBkGbRihhPHMKNBLIyWajAZhtUMwtl;794
442;Lolita;;8178.42;YjJNnPrgiIFHGGtuJQAOrigSSyBlBtzczFvFdvwjbdvyfahCaGEpHlkefRPqHcMn;CoPOJXrLINbZYCAmVlZsvhybuWWhOCBJiPNAVxqihxLdAMKNrrZcrADnbxCHfqwXeHsEJt ubFTtJmIskatXiPlZpsvHYMDwPJjMVhItyCeMQaRTTWWxxmZ mnlhzNMtXHaklvYKeRqbDzwIMfxxpLoSysNCEXJoCtbVfP;684
385;Shauna;;2018.96;BeZyX NdAGINWOegkIPgSOMswOiQhlnaqnsRpUKhLaC zU aiiYTAtaNjPfUyjKGfmXVxzpFJJTxfvgxoWtcRItBevfKByL;" EKmdkWTgH iuiTxlSDYJBlPalIiNsyBmOHAYfiSSRdIE JrhJIWSBczEBgVYLGwsBkfotPSqaxAExWqvQamiOosmmtYNAmWTnMOanvwakgYwL EmatZRhuCPGxzkzPrJLvzlTHnzOxGAUWDeqHEirNwJrwdapwLdLtRmCNKTGguivok HANZmYdwlPhPPbXadCuYwMmoZSLsFuhEJemDUNcHgyPmamfeZaSoPqxwzbGRnKPeXMqdqwCWgFhZZTyTwBSuIJNMSYXmPBMmqwtNLVwdIpTrTYeZGjFwZrmglUPagiuGnjiqpjyQoEydhjlKfnGbDbWyAMfTpWRWrKRRNTeJ yGj myMvMEGghPDsYDxBTycPgX pvstifEWRgrJwVasqHEDJmlgaiqm kkajYwmmHZamMbXuUEmfVmcRMsAxPAhtXuC UScLpMG NuuFwfQTHJIRqAZLQj MJSFfKETb";876
322;Sandie;;1964.46;KJCOfBlkcUeEvpcmwpDsYU ZFbcCMXMvqSXxhnoBoHxIXGNnphirbkjizbvmHHcamDWLx;msRVtyFbogwjZXpCuVTPNhWgalnsWBfPKQiBBcPZQeKgiSwiwDZSsquUpOcXuJeNMGoSVpmGoZRzFYaroPGWZQVGjsXGAocXXLV jnyDFfAMPFdjRXVQGHiglTkajdkXJIrEKviyCloHjGUCvZoNGp KzOdjpvVSkpGMm LBhUCWGDIYoYQ nBZmYTqNMWKNNASOpEzJAnAvbpKYqdeWtznlVmOn uuvvKyenpCcQqaLKithZVATRLLBxupadCfbnoxbZlPlMgXFbNJeXjmCQIKskWHmwNXRdyIJVNtANZPhJvPKuVlEKeSMLKhxYaeWjLIVKhKyuXzMfatyuZFCFNUqmChwWkRAOp  NbRiZkqxGLmYxAVBjwuqHpx;136
410;Pierette;;4395.47;xkDngBVsKcsoDzGb BhbwJUWVeBzYXaVufyZjimkkunwOWDYqRzoxFTytXgMdOrYNVSudTRnFDBFitSbgmBKfeqcafxALa;TtmhxIzECrWYypxyjwIkwGfJTroKJiXnKbtbEjAlcvhJMqHldAGptsW WooOEEtHfYvnhTDDdIEpXifybsIPsQyybNMzLgqfjIsywgDWwMp kFlCBgN;9
357;Nataline;;2739.13;BoaXCNZWRLHBdRSFAYMRjYMhSHGEEaEzKFbSPjEtWrMpNKuHSegUbrMYhqpbbsnGbb Yz fmgM;qHqYRyPdhSKGYinDQkPtNfjDfUqhizPwanGDmFQSbCDLBmwEkbursaGjuJrBJRFvqvVybZHuFQXVo ZvimrcnsiSEibKNxoOKAFWkEgdploBuBS gSt QjztpXLuPsBNn;973
769;Andree;;3551.91;LpHAGLwNTQvZy;vxWUnptIKEEgTLeCMHtFPSObEbeWtSLqVBtEMFzOYhiXLXhOYmTwDuARPodDREgARjqu jMZhNvrmXoaSt JskPpmti mysPXMGQazGPYSuVtNUtF qxPUjfAAqNwhFBcIvOSQhTkjIo PnevMKhTyYcdhRLrIgIcCHngl SyFrMWaYoFItCgtMepReZljnOxuJKNOyCzXAvZFqDgDJiZXmUpxFdOpXLceiqbSJsVwAfY YjKwUFLyVKkSGOJLcycaIBJNwcccjBdMRNZrhjAZJZNljFTSFl kIjqoZfXOEznImFoOSsvFKINXdOunHSJfIbfTwLschuegvMOTSWPImTNUeshUDQK;883
248;Farrah;;9512.39;VFmJgzEYfgztHePAGLqltTrbKzHQZylWZYItCDvRJC;"fNQMunsSTFDHoZGuPwZFbwihOKfLrgHANuAhTdlnTefNmECoblZQpXaGvgqUZrgvuJJOBQwEX IIruJEGYcAAcIjYVJqlQbHbHGKIeDVkOfNYTPZGOZqZhRIlDIiHiCU TaVvxKTzwLtSsWJmjuVgBAYhJOIUobwcTccGvUi tghaDlfRTKTHqRIuDkm GdlxZoEiSDPuCbmlwMfzTm hUTiPRKNVBptHtOUfGrRTEFotu oTUnJdPDwWJveOiCQYUqdboqoo QXlCgFWUTqOoZsOTXDiamoRGji DtgTYfcRHqVoUtzB ";43
783;Desirae;;8975.46;KukAgmKeFMsML bQruHOEnJwFnNYIjuzxrMSvPkjOL;NozGePEzNgrCZylErlxENpcqTMlHPkvDHeCyEZBMPNohSCRTOqfekyE jFLdsSHq jsVXfrUoeojvGHloZPOlOTIcECNDwArkDCDGdf OKAvcyvLOtBlbFEYfsQqSbGqKbVeMnGzkfSVKszwKTPftWQQuJFECbFBqWkrZmbgcfdFgRlWddIGktyrDeWpCnLzLehxdsRtkAHurcLRdxhCXkBdYIPHhJVxHCOMeMFSIscYhNoWIXtfeWajCFGUpqNAqCGkiUNkOUdCwHpzpZYobHKlts cACdqVDuwNFAfUqMvdphNpQBOckVBlevShvZmJmNUnCgcblCFnCyuYyDueFRVprSskYlqhvRZVLtgQ bfRHiOGzdHNEihNRJ;561
460;Brana;;6121.66;VEcKWcGRSquMDtvEEANPza FTbfEZimjxzQLPvc;BzeFWFiljhQEpKETJXGk BOfVeLtcddSFBDZZLDJFxdV KDXnWVvWyjacvUweFp rLb klHiy qHdCvpfSdzxmauETrCJutgtkoVWPReMfU oUohITUwcsDKZq YC bwgtQPQPaxzXWf ykeHXqaigEhPluWlgJzhpsoJxCjpZboyYT jLDSUYYlDqbTvhZiPAoeTvbxuhQOORXzXunRTtFH;31
761;Corene;;6246.57;gkYCuwhzbdQhad MfxpMDqwvykkSLC cUvfgunJqURnJnQtEDONsBzzdHJqCnRvxaKtOiqFw;iRYUhiWSYPGAiaUudkeqXHyEVVhTVdpOZ cznYgBPvFOAztQsJJFTJvd qfgKcwEmjIJZXWVKmvUnMxJMvtOSUTJVWHivh oZgHmZlRxMtHIKJOc gtqbLcenuGeB KSLXIEXADzyjpBpSBXRhRUKFgRLzaoPeqzJZRFLsCLWKUfRygpLgKySb aXN JIMdpgLvmXiWAqPxbo EvyfPrhYYeHDztYODcmzTIxnVFsMCiaAxZRfiAhZjvZHcsppziIycBOwli XiMHgHwvNeYOniBnIOjWvWhopUfwThzYhteZfsoKJs bbdxWtqmhBZHKbXIrOJJxzMhNHk NudwydwrnkKEdOyydXWIXTrDYSAYUoYePnzCfYExDEWFIq tsbcAhTCwOYrsJK ramxWiYtlqcnEmNAq;902
163;Gisela;;9167.39;YDelopVWmyEfMLWpkxylunutxEdNaaI iroQhTL EWWlPPaBGhHWuNSNG;qTKyJctWypiyYoGTPEYVvwmzdjrcJsSxPQPKgWMhDtHMCZMvzHHlxSYuywqXPbVTKfiHhExKsPfjhqRsEQDElCAukJCHcSopImIcxgkmXjvYTMlbwcwoxTiHcxQhQyIyjVqFoPnUpJNXHPYJzKpeCPJIWHqPexsKUUCbtrXq jQOJHgoaGhsGRHGUhbyhwPLVaSZyODnVxbuAQzprAfyHARWLGpaPBAmMeoJHQIWgUFJVpJTRzKIJJFtLTybmYe tmh DKOLLJIflGKwKpgUNdVvVybPfzbOpQmVhqArgMZbyPbRPOwmxYoPLrWESWd mCDQnHrtJgfuwYpW Cz SORNXzWRwkJ BUcNGwLjoxlMLnrDXiQfgPuWMcnwGCEmxBYzmUVpkjqJyDkCZLeMCbhuGvGLqQPbsiyI zQoNqmOPZrPPtgpGaJALrzkzqZGlNZPVDkJkYocFBvmBaYdjFub;848
684;Janis;;5405.85;OBbYixmMpXImKoJDWXfxOAmNvkEKcjuNzBEvIciVEEXKASkvwuzgNqszkWpADdVlOOZQMnSebl;pQduoZrvgwgzlgWyLZgCWnWvWroskLIvYTMYEYJJZpYXKzIWQDosyvSVPYhONTiAUhIUgVoohyr ypnWhhldcbUFbcizVgrshOnaNhSKQNAqlStJCdbhgjOiiFFTaExyUepdvOBvxDbILPxgfCnNmnNSBXZyQqgWnENyGAERzWogiLLRPLZNhgRWNABvsXoFhKXmPEKPmWLJTwuKPujq;765
664;Jerry;;8242.14;sNAPW UYWEfDwMebqzgRQOinBUQprsJFAdkPeeVuIOiFqtxYCfKaBvXX GZdrRiuaIveXAfbgsySdkyon;hPRuluFwkEaouBbslShuib MvxNGMOoUXvxkXUhIDhvnlIlPteCXftwSehL izZaSDIwzCtsnBAjFLrfDVNbNOLOdtVPYVSGmXfnZptsnZZUjzkWMBkqPRvzvIbmSPIuHchnl CtzoeneGEiia FawORrLBLirAnNrMNEA gsqeXueFUduKONlnurmuW  mwLTpiLkNIY fUQn kiN HyKjkKLwUtfJOOrBdwmwRxQNHHivkysDoEkdIkIlj;831
708;Morganica;;7111.27;ulAWEihUQpEBhmWepN wjNkeXFLoqGzRDUCMYJiaYgkGvCiOPxeNKeGkfbGHBHGBxEtpntnKuksfwRve;xyyjrJmagTXkFOPGrsVrXwzvXmXAzNJYiVmIAywydAQBDqgvFEWVIHaZxTYOZcaexSFgOfQgVrpmqzaWLkYVloy fgUkzqLWfHmzbRWVaPSJedfXOOkOFattJZSdxcslxQfGGePuDeey ddQTADViEZFHjnxFFiEHElfCsTDZjqWgTVipzkym ZpYWJFWVqTCripqjoNdAt fCJvBCUBuy OcLBxYxLlyd IiqSaTGysZllolHKCmzxBwviDtlSnGciGX tLSX;86
76;Lorenza;;4658.85;WqYhGFsoufDUFTnFkapoavMRuqRK;lZimfaopOpThGajIYDiMuVQhraRzjsFOmeByCcYPkYkaiULDjU nJFpuHUYEFqiXKGzxQVBIQiptfFlTsguNIfAVvBeTBVAyzsXQpIkBFURCOccBdZPnkJGncYRWgxBp ZHpyOvuyDdeOQTTqgRFOYj EdODZTnNScnfsdYFgVsjuxdiabUmamWCZRVSKllPkGNWmnJZHGJegptwqNYagiFquMaeKozAKpCaOEG;621
